"Species","Depth_bin","p"
"Basking shark","1250",1.30034227421669e-06
"Basking shark","1260",1.10028382514021e-06
"Basking shark","1270",1.30034227421669e-06
"Basking shark","1280",1.36039745372008e-06
"Basking shark","1290",1.48043252316597e-06
"Basking shark","1300",8.80257175936523e-07
"Basking shark","1310",1.14033315973595e-06
"Basking shark","1320",1.080315625013e-06
"Basking shark","1330",6.00175347229445e-07
"Basking shark","1340",5.20151967598855e-07
"Basking shark","1350",3.80111053245316e-07
"Basking shark","1360",3.07965349424225e-06
"Basking shark","1370",1.60046759261186e-07
"Basking shark","1380",1.40040914353537e-07
"Basking shark","1390",1.20035069445889e-07
"Basking shark","1400",4.00116898152965e-08
"Basking shark","1410",6.00175347229445e-08
"Basking shark","1420",6.00175347229445e-08
"Basking shark","1430",0
"Basking shark","1440",0
"Basking shark","1450",0
"Basking shark","1460",0
"Basking shark","1470",0
"Basking shark","1480",0
"Basking shark","1490",0
"Basking shark","1500",0
"Basking shark","1510",0
"Basking shark","1520",0
"Basking shark","1530",0
"Basking shark","1540",0
"Basking shark","1550",0
"Basking shark","1560",0
"Basking shark","1570",0
"Basking shark","1580",0
"Basking shark","1590",0
"Basking shark","1600",0
"Basking shark","1610",0
"Basking shark","1620",0
"Basking shark","1630",0
"Basking shark","1640",0
"Basking shark","1650",0
"Basking shark","1660",0
"Basking shark","1670",0
"Basking shark","1680",0
"Basking shark","1690",0
"Basking shark","1700",0
"Basking shark","1710",0
"Basking shark","1720",0
"Basking shark","1730",0
"Basking shark","1740",0
"Basking shark","1750",0
"Basking shark","1760",0
"Basking shark","1770",0
"Basking shark","1780",0
"Basking shark","1790",0
"Basking shark","1800",0
"Basking shark","1810",0
"Basking shark","1820",0
"Basking shark","1830",0
"Basking shark","1840",0
"Basking shark","1850",0
"Blacktip shark","0",0.499965574405
"Blacktip shark","10",0.391654881691085
"Blacktip shark","20",0.057880573069736
"Blacktip shark","30",0.0310755910947796
"Blacktip shark","40",0.0142120379739663
"Blacktip shark","50",0.00270406690937812
"Blacktip shark","60",0.0017340272273432
"Blacktip shark","70",0.000497888516954772
"Blacktip shark","80",6.73292584816569e-05
"Blacktip shark","90",8.26175703004694e-05
"Blacktip shark","100",6.49350327721316e-05
"Blacktip shark","110",3.85845846906868e-05
"Blacktip shark","120",2.05553307402248e-05
"Blacktip shark","130",1.33733477105076e-06
"Blacktip shark","140",0
"Blacktip shark","150",0
"Blacktip shark","160",0
"Blacktip shark","170",0
"Blacktip shark","180",0
"Blacktip shark","190",0
"Blacktip shark","200",0
"Blacktip shark","210",0
"Blacktip shark","220",0
"Blacktip shark","230",0
"Blacktip shark","240",0
"Blacktip shark","250",0
"Blacktip shark","260",0
"Blacktip shark","270",0
"Blacktip shark","280",0
"Blacktip shark","290",0
"Blacktip shark","300",0
"Blacktip shark","310",0
"Blacktip shark","320",0
"Blacktip shark","330",0
"Blacktip shark","340",0
"Blacktip shark","350",0
"Blacktip shark","360",0
"Blacktip shark","370",0
"Blacktip shark","380",0
"Blacktip shark","390",0
"Blacktip shark","400",0
"Blacktip shark","410",0
"Blacktip shark","420",0
"Blacktip shark","430",0
"Blacktip shark","440",0
"Blacktip shark","450",0
"Blacktip shark","460",0
"Blacktip shark","470",0
"Blacktip shark","480",0
"Blacktip shark","490",0
"Blacktip shark","500",0
"Blacktip shark","510",0
"Blacktip shark","520",0
"Blacktip shark","530",0
"Blacktip shark","540",0
"Blacktip shark","550",0
"Blacktip shark","560",0
"Blacktip shark","570",0
"Blacktip shark","580",0
"Blacktip shark","590",0
"Blacktip shark","600",0
"Blacktip shark","610",0
"Blacktip shark","620",0
"Blacktip shark","630",0
"Blacktip shark","640",0
"Blacktip shark","650",0
"Blacktip shark","660",0
"Blacktip shark","670",0
"Blacktip shark","680",0
"Blacktip shark","690",0
"Blacktip shark","700",0
"Blacktip shark","710",0
"Blacktip shark","720",0
"Blacktip shark","730",0
"Blacktip shark","740",0
"Blacktip shark","750",0
"Blacktip shark","760",0
"Blacktip shark","770",0
"Blacktip shark","780",0
"Blacktip shark","790",0
"Blacktip shark","800",0
"Blacktip shark","810",0
"Blacktip shark","820",0
"Blacktip shark","830",0
"Blacktip shark","840",0
"Blacktip shark","850",0
"Blacktip shark","860",0
"Blacktip shark","870",0
"Blacktip shark","880",0
"Blacktip shark","890",0
"Blacktip shark","900",0
"Blacktip shark","910",0
"Blacktip shark","920",0
"Blacktip shark","930",0
"Blacktip shark","940",0
"Blacktip shark","950",0
"Blacktip shark","960",0
"Blacktip shark","970",0
"Blacktip shark","980",0
"Blacktip shark","990",0
"Blacktip shark","1000",0
"Blacktip shark","1010",0
"Blacktip shark","1020",0
"Blacktip shark","1030",0
"Blacktip shark","1040",0
"Blacktip shark","1050",0
"Blacktip shark","1060",0
"Blacktip shark","1070",0
"Blacktip shark","1080",0
"Blacktip shark","1090",0
"Blacktip shark","1100",0
"Blacktip shark","1110",0
"Blacktip shark","1120",0
"Blacktip shark","1130",0
"Blacktip shark","1140",0
"Blacktip shark","1150",0
"Blacktip shark","1160",0
"Blacktip shark","1170",0
"Blacktip shark","1180",0
"Blacktip shark","1190",0
"Blacktip shark","1200",0
"Blacktip shark","1210",0
"Blacktip shark","1220",0
"Blacktip shark","1230",0
"Blacktip shark","1240",0
"Blacktip shark","1250",0
"Blacktip shark","1260",0
"Blacktip shark","1270",0
"Blacktip shark","1280",0
"Blacktip shark","1290",0
"Blacktip shark","1300",0
"Blacktip shark","1310",0
"Blacktip shark","1320",0
"Blacktip shark","1330",0
"Blacktip shark","1340",0
"Blacktip shark","1350",0
"Blacktip shark","1360",0
"Blacktip shark","1370",0
"Blacktip shark","1380",0
"Blacktip shark","1390",0
"Blacktip shark","1400",0
"Blacktip shark","1410",0
"Blacktip shark","1420",0
"Blacktip shark","1430",0
"Blacktip shark","1440",0
"Blacktip shark","1450",0
"Blacktip shark","1460",0
"Blacktip shark","1470",0
"Blacktip shark","1480",0
"Blacktip shark","1490",0
"Blacktip shark","1500",0
"Blacktip shark","1510",0
"Blacktip shark","1520",0
"Blacktip shark","1530",0
"Blacktip shark","1540",0
"Blacktip shark","1550",0
"Blacktip shark","1560",0
"Blacktip shark","1570",0
"Blacktip shark","1580",0
"Blacktip shark","1590",0
"Blacktip shark","1600",0
"Blacktip shark","1610",0
"Blacktip shark","1620",0
"Blacktip shark","1630",0
"Blacktip shark","1640",0
"Blacktip shark","1650",0
"Blacktip shark","1660",0
"Blacktip shark","1670",0
"Blacktip shark","1680",0
"Blacktip shark","1690",0
"Blacktip shark","1700",0
"Blacktip shark","1710",0
"Blacktip shark","1720",0
"Blacktip shark","1730",0
"Blacktip shark","1740",0
"Blacktip shark","1750",0
"Blacktip shark","1760",0
"Blacktip shark","1770",0
"Blacktip shark","1780",0
"Blacktip shark","1790",0
"Blacktip shark","1800",0
"Blacktip shark","1810",0
"Blacktip shark","1820",0
"Blacktip shark","1830",0
"Blacktip shark","1840",0
"Blacktip shark","1850",0
"Blue shark","0",0.287706007136927
"Blue shark","10",0.0812100147173006
"Blue shark","20",0.0628025192527327
"Blue shark","30",0.0517593039921893
"Blue shark","40",0.0466874407728756
"Blue shark","50",0.0387839283788447
"Blue shark","60",0.0379407515137
"Blue shark","70",0.0307237040228798
"Blue shark","80",0.0406494781859158
"Blue shark","90",0.0329704393383003
"Blue shark","100",0.0254729072178658
"Blue shark","110",0.0227434085347237
"Blue shark","120",0.0184798148481577
"Blue shark","130",0.0157492006390638
"Blue shark","140",0.0112405827115208
"Blue shark","150",0.0151818915979708
"Blue shark","160",0.0147339132788232
"Blue shark","170",0.0140098635688995
"Blue shark","180",0.0114363883266352
"Blue shark","190",0.0109846558710898
"Blue shark","200",0.0108651808551652
"Blue shark","210",0.00731001633951114
"Blue shark","220",0.00889185687214039
"Blue shark","230",0.00914229045181366
"Blue shark","240",0.00853644621015788
"Blue shark","250",0.00735101147364737
"Blue shark","260",0.00785966663709947
"Blue shark","270",0.00703569074919043
"Blue shark","280",0.00480042206354676
"Blue shark","290",0.00662692116806424
"Blue shark","300",0.0044205446095569
"Blue shark","310",0.00440511088027068
"Blue shark","320",0.00440027574431087
"Blue shark","330",0.00324986889683054
"Blue shark","340",0.00377942695388448
"Blue shark","350",0.00269219683515745
"Blue shark","360",0.00240579003946793
"Blue shark","370",0.00201467501584994
"Blue shark","380",0.00200991670146722
"Blue shark","390",0.0013928815930918
"Blue shark","400",0.00148445600290043
"Blue shark","410",0.00121911359327257
"Blue shark","420",0.00102727954760341
"Blue shark","430",0.00100816771837165
"Blue shark","440",0.000966237884161974
"Blue shark","450",0.00072497614069023
"Blue shark","460",0.000778543089084072
"Blue shark","470",0.000669726473803854
"Blue shark","480",0.000682897541864631
"Blue shark","490",0.000697509003128944
"Blue shark","500",0.000490001055727233
"Blue shark","510",0.000376157709618708
"Blue shark","520",0.000460110800941774
"Blue shark","530",0.000585629755348128
"Blue shark","540",0.000488814256692126
"Blue shark","550",0.000391909287645665
"Blue shark","560",0.000500871786584604
"Blue shark","570",0.00041947595672351
"Blue shark","580",0.000366547519617711
"Blue shark","590",0.000481482466668841
"Blue shark","600",0.000526958398088643
"Blue shark","610",0.000375148230791857
"Blue shark","620",0.000603195274483391
"Blue shark","630",0.000673651332805812
"Blue shark","640",0.000469671814825577
"Blue shark","650",0.000517018130984066
"Blue shark","660",0.000488556930985826
"Blue shark","670",0.000320474206201534
"Blue shark","680",0.000454481715966082
"Blue shark","690",0.000231807107406282
"Blue shark","700",0.000205017143543326
"Blue shark","710",0.0001831439176397
"Blue shark","720",0.000166790822244343
"Blue shark","730",0.000112468693864099
"Blue shark","740",8.84687785343348e-05
"Blue shark","750",4.35152159307981e-05
"Blue shark","760",3.08525844012354e-05
"Blue shark","770",2.67256880795946e-05
"Blue shark","780",8.33489271531339e-06
"Blue shark","790",6.11643240730546e-06
"Blue shark","800",1.59646937286382e-05
"Blue shark","810",3.16436720220254e-06
"Blue shark","820",4.89314592584437e-06
"Blue shark","830",3.93024290473248e-06
"Blue shark","840",6.0365225380641e-06
"Blue shark","850",1.09751710827125e-05
"Blue shark","860",2.35814574283948e-06
"Blue shark","870",8.31302876058561e-07
"Blue shark","880",0
"Blue shark","890",9.93320582025047e-06
"Blue shark","900",1.25145098214093e-05
"Blue shark","910",3.44737337813917e-06
"Blue shark","920",1.20563271604938e-05
"Blue shark","930",3.73216743846273e-06
"Blue shark","940",6.80837648265342e-06
"Blue shark","950",0
"Blue shark","960",4.08689056287926e-07
"Blue shark","970",2.89351851851852e-06
"Blue shark","980",3.73060037396502e-06
"Blue shark","990",6.02816358024691e-06
"Blue shark","1000",1.22328648146109e-06
"Blue shark","1010",0
"Blue shark","1020",8.34844401700411e-07
"Blue shark","1030",1.60305735097979e-06
"Blue shark","1040",0
"Blue shark","1050",1.89356976921294e-05
"Blue shark","1060",4.43112914921457e-06
"Blue shark","1070",5.64397954381257e-06
"Blue shark","1080",6.43685263653483e-06
"Blue shark","1090",6.07306826510009e-06
"Blue shark","1100",1.25226660255062e-06
"Blue shark","1110",0
"Blue shark","1120",4.00715840852593e-06
"Blue shark","1130",1.22328648146109e-06
"Blue shark","1140",0
"Blue shark","1150",0
"Blue shark","1160",0
"Blue shark","1170",0
"Blue shark","1180",0
"Blue shark","1190",0
"Blue shark","1200",0
"Blue shark","1210",0
"Blue shark","1220",0
"Blue shark","1230",8.15524320974063e-07
"Blue shark","1240",3.21738805491686e-06
"Blue shark","1250",0
"Blue shark","1260",0
"Blue shark","1270",0
"Blue shark","1280",1.96512145236624e-06
"Blue shark","1290",6.02816358024691e-06
"Blue shark","1300",2.8886729209809e-06
"Blue shark","1310",1.25226660255062e-06
"Blue shark","1320",0
"Blue shark","1330",0
"Blue shark","1340",0
"Blue shark","1350",0
"Blue shark","1360",4.07762160487031e-07
"Blue shark","1370",0
"Blue shark","1380",0
"Blue shark","1390",0
"Blue shark","1400",0
"Blue shark","1410",0
"Blue shark","1420",0
"Blue shark","1430",2.75117003331274e-06
"Blue shark","1440",0
"Blue shark","1450",4.49405256784444e-06
"Blue shark","1460",1.57209716189299e-06
"Blue shark","1470",0
"Blue shark","1480",0
"Blue shark","1490",4.07762160487031e-07
"Blue shark","1500",0
"Blue shark","1510",1.63475622515171e-06
"Blue shark","1520",1.25226660255062e-06
"Blue shark","1530",0
"Blue shark","1540",0
"Blue shark","1550",0
"Blue shark","1560",0
"Blue shark","1570",0
"Blue shark","1580",0
"Blue shark","1590",0
"Blue shark","1600",0
"Blue shark","1610",0
"Blue shark","1620",8.15524320974063e-07
"Blue shark","1630",0
"Blue shark","1640",0
"Blue shark","1650",0
"Blue shark","1660",0
"Blue shark","1670",4.17422200850206e-07
"Blue shark","1680",0
"Blue shark","1690",0
"Blue shark","1700",0
"Blue shark","1710",0
"Blue shark","1720",0
"Blue shark","1730",0
"Blue shark","1740",0
"Blue shark","1750",0
"Blue shark","1760",0
"Blue shark","1770",0
"Blue shark","1780",0
"Blue shark","1790",0
"Blue shark","1800",0
"Blue shark","1810",0
"Blue shark","1820",0
"Blue shark","1830",0
"Blue shark","1840",0
"Blue shark","1850",0
"Bronze whaler shark","0",0.260968618786659
"Bronze whaler shark","10",0.156755784070833
"Bronze whaler shark","20",0.204786072856177
"Bronze whaler shark","30",0.164190688559644
"Bronze whaler shark","40",0.109275791394444
"Bronze whaler shark","50",0.0492762718628178
"Bronze whaler shark","60",0.0368380113259833
"Bronze whaler shark","70",0.0122790030699806
"Bronze whaler shark","80",0.00396904328045457
"Bronze whaler shark","90",0.00125459330928091
"Bronze whaler shark","100",0.000334868453232669
"Bronze whaler shark","110",7.1253030493002e-05
"Bronze whaler shark","120",0
"Bronze whaler shark","130",0
"Bronze whaler shark","140",0
"Bronze whaler shark","150",0
"Bronze whaler shark","160",0
"Bronze whaler shark","170",0
"Bronze whaler shark","180",0
"Bronze whaler shark","190",0
"Bronze whaler shark","200",0
"Bronze whaler shark","210",0
"Bronze whaler shark","220",0
"Bronze whaler shark","230",0
"Bronze whaler shark","240",0
"Bronze whaler shark","250",0
"Bronze whaler shark","260",0
"Bronze whaler shark","270",0
"Bronze whaler shark","280",0
"Bronze whaler shark","290",0
"Bronze whaler shark","300",0
"Bronze whaler shark","310",0
"Bronze whaler shark","320",0
"Bronze whaler shark","330",0
"Bronze whaler shark","340",0
"Bronze whaler shark","350",0
"Bronze whaler shark","360",0
"Bronze whaler shark","370",0
"Bronze whaler shark","380",0
"Bronze whaler shark","390",0
"Bronze whaler shark","400",0
"Bronze whaler shark","410",0
"Bronze whaler shark","420",0
"Bronze whaler shark","430",0
"Bronze whaler shark","440",0
"Bronze whaler shark","450",0
"Bronze whaler shark","460",0
"Bronze whaler shark","470",0
"Bronze whaler shark","480",0
"Bronze whaler shark","490",0
"Bronze whaler shark","500",0
"Bronze whaler shark","510",0
"Bronze whaler shark","520",0
"Bronze whaler shark","530",0
"Bronze whaler shark","540",0
"Bronze whaler shark","550",0
"Bronze whaler shark","560",0
"Bronze whaler shark","570",0
"Bronze whaler shark","580",0
"Bronze whaler shark","590",0
"Bronze whaler shark","600",0
"Bronze whaler shark","610",0
"Bronze whaler shark","620",0
"Bronze whaler shark","630",0
"Bronze whaler shark","640",0
"Bronze whaler shark","650",0
"Bronze whaler shark","660",0
"Bronze whaler shark","670",0
"Bronze whaler shark","680",0
"Bronze whaler shark","690",0
"Bronze whaler shark","700",0
"Bronze whaler shark","710",0
"Bronze whaler shark","720",0
"Bronze whaler shark","730",0
"Bronze whaler shark","740",0
"Bronze whaler shark","750",0
"Bronze whaler shark","760",0
"Bronze whaler shark","770",0
"Bronze whaler shark","780",0
"Bronze whaler shark","790",0
"Bronze whaler shark","800",0
"Bronze whaler shark","810",0
"Bronze whaler shark","820",0
"Bronze whaler shark","830",0
"Bronze whaler shark","840",0
"Bronze whaler shark","850",0
"Bronze whaler shark","860",0
"Bronze whaler shark","870",0
"Bronze whaler shark","880",0
"Bronze whaler shark","890",0
"Bronze whaler shark","900",0
"Bronze whaler shark","910",0
"Bronze whaler shark","920",0
"Bronze whaler shark","930",0
"Bronze whaler shark","940",0
"Bronze whaler shark","950",0
"Bronze whaler shark","960",0
"Bronze whaler shark","970",0
"Bronze whaler shark","980",0
"Bronze whaler shark","990",0
"Bronze whaler shark","1000",0
"Bronze whaler shark","1010",0
"Bronze whaler shark","1020",0
"Bronze whaler shark","1030",0
"Bronze whaler shark","1040",0
"Bronze whaler shark","1050",0
"Bronze whaler shark","1060",0
"Bronze whaler shark","1070",0
"Bronze whaler shark","1080",0
"Bronze whaler shark","1090",0
"Bronze whaler shark","1100",0
"Bronze whaler shark","1110",0
"Bronze whaler shark","1120",0
"Bronze whaler shark","1130",0
"Bronze whaler shark","1140",0
"Bronze whaler shark","1150",0
"Bronze whaler shark","1160",0
"Bronze whaler shark","1170",0
"Bronze whaler shark","1180",0
"Bronze whaler shark","1190",0
"Bronze whaler shark","1200",0
"Bronze whaler shark","1210",0
"Bronze whaler shark","1220",0
