Dataset_ID,Species,Individual_ID,Tag ID,Local ID,Sex,Length,Length_measurement,deploy_lat,deploy_long,Data_type,track_start,track_end,data_days,Data_recovery,Time.series,sampling_freq_sec_max,pop_lat,pop_long,realm_start,realm_end,FAO_start,FAO_end,realm_consistent,FAO_consisent
15,Reef manta ray,280,14P0499,146003,M,275,DW,-21.97,114.14,Time-series,14/10/2016,9/11/2016,27,transmitted,Yes,450,-21.81,114.23,16,16,57,57,1,1
15,Reef manta ray,281,16P0982,165338,F,275,DW,-21.95,114.14,Time-series,14/10/2016,1/1/2017,80,transmitted,Yes,450,NA,NA,16,NA,57,NA,1,1
15,Reef manta ray,282,16P0978,66705,F,400,DW,-21.92,114.14,Time-series,17/10/2016,5/2/2017,99,transmitted,Yes,450,NA,NA,16,NA,57,NA,1,1
15,Reef manta ray,283,16P1009,165342,F,450,DW,-21.92,114.14,Time-series,17/10/2016,19/01/2017,84,transmitted,Yes,450,NA,NA,16,NA,57,NA,1,1
15,Reef manta ray,284,16P1010,165343,F,200,DW,-21.92,114.14,Time-series,18/10/2016,9/12/2016,53,transmitted,Yes,450,-24.6,113.5,16,16,57,57,1,1
16,Tiger shark,285,181740,181740,F,267,TL,25.0643,-77.2277,Time-series,21/05/2019,4/7/2019,45,transmitted,Yes,150,24.15746,-75.06944,11,11,31,31,1,1
16,Tiger shark,286,181741,181741,F,304,TL,24.976,-77.496,Time-series,24/05/2019,8/7/2019,46,transmitted,Yes,150,23.601,-79.403,11,11,31,31,1,1
16,Tiger shark,287,181742,181742,F,248,TL,24.96,-77.4765,Time-series,24/05/2019,4/7/2019,17,transmitted,Yes,150,24.98301,-77.52103,11,11,31,31,1,1
16,Tiger shark,288,181743,181743,F,303,TL,23.726447,-76.0584,Time-series,28/05/2019,10/10/2019,136,transmitted,Yes,600,23.528,-75.896,11,11,31,31,1,1
16,Tiger shark,289,183613,183613,F,307,TL,25.074828,-77.209641,Time-series,23/06/2019,21/07/2019,29,transmitted,Yes,600,25.455651,-77.347734,11,11,31,31,1,1
16,Tiger shark,290,183614,183614,F,177,TL,25.074828,-77.209641,Time-series,22/06/2019,1/7/2019,10,transmitted,Yes,600,24.855936,-77.031585,11,11,31,31,1,1
17,Pelagic thresher shark,291,104243,104243,F,175,FL,-38.26578333,141.7553667,Time-series,15/12/2012,20/02/2013,55,transmitted,Yes,900,-38.408,141.705,26,10,57,81,0,0
18,Blue shark,292,99695,99695,M,302,TL,-38.1779,140.2852,Time-series,8/5/2013,7/11/2013,157,transmitted,Yes,900,-34.089,127.539,26,10,57,81,0,0
18,Blue shark,293,99696,99696,F,216,TL,-38.4374,141.6383,Time-series,9/6/2013,9/12/2013,173,transmitted,Yes,900,-9.997,112.181,26,10,57,87,0,0
18,Blue shark,294,99698,99698,F,207,TL,-38.1666,140.2999,Time-series,7/5/2013,7/11/2013,173,transmitted,Yes,900,-40.914,101.606,26,10,57,87,0,0
18,Blue shark,295,99699,99699,F,178,TL,-38.1837,140.2925,Time-series,8/5/2013,8/11/2013,175,transmitted,Yes,900,-38.698,140.674,26,10,57,81,0,0
18,Blue shark,296,104244,104244,F,159,TL,-38.4917,142.0217,Time-series,6/4/2014,22/05/2014,47,transmitted,Yes,900,-39.285,139.596,26,10,57,81,0,0
19,Bronze whaler shark,297,52468,52468,F,270,TL,-34.51818333,137.4357167,Time-series,7/2/2012,6/8/2012,181,transmitted,Yes,900,-33.921,132.935,26,10,57,81,0,0
19,Bronze whaler shark,298,139000,139000,F,330,TL,-35.652985,137.654915,Time-series,15/02/2015,14/08/2015,165,transmitted,Yes,900,-35.246,135.655,26,10,57,81,0,0
19,Bronze whaler shark,299,139001,139001,F,290,TL,-35.68645,137.7818667,Time-series,31/12/2014,9/7/2015,169,transmitted,Yes,900,-34.972,135.689,26,10,57,81,0,0
19,Bronze whaler shark,300,139002,139002,F,200,TL,-34.258,137.391,Time-series,18/11/2014,17/05/2015,168,transmitted,Yes,900,-37.92,140.278,26,10,57,81,0,0
19,Bronze whaler shark,301,139003,139003,F,270,TL,-35.9179,138.0922833,Time-series,15/02/2016,15/08/2016,168,transmitted,Yes,900,-34.365,122.419,26,10,57,81,0,0
19,Bronze whaler shark,302,144878,144878,F,260,TL,-35.662821,137.669568,Time-series,8/1/2017,26/02/2017,7,transmitted,Yes,600,-35.8663,137.9316,26,26,57,57,1,1
19,Bronze whaler shark,303,144879,144879,F,280,TL,-35.776208,137.793541,Time-series,4/1/2017,18/02/2017,32,transmitted,Yes,600,-35.5656,138.7757,26,26,57,57,1,1
20,Whale shark,304,172241,172241,F,900,TL,1.673,-91.989,Time-series,17/09/2017,1/12/2017,61,transmitted,Yes,600,0.136,-91.708,12,12,87,87,1,1
20,Whale shark,305,172245,172245,F,1200,TL,1.673,-91.989,Time-series,20/09/2017,13/11/2017,54,transmitted,Yes,600,-9.503,-92.39,12,22,87,87,0,1
20,Whale shark,306,172240,172240,F,1300,TL,1.673,-91.989,Time-series,22/09/2017,19/11/2017,58,transmitted,Yes,600,0.003,-90.4,12,12,87,87,1,1
20,Whale shark,307,172239,172239,F,1100,TL,1.673,-91.989,Time-series,24/09/2017,4/10/2017,11,transmitted,Yes,300,1.156,-93.699,12,12,87,87,1,1
20,Whale shark,308,172246,172246,F,1100,TL,1.673,-91.989,Time-series,26/09/2017,8/10/2017,13,transmitted,Yes,300,-1.1433,-91.4908,12,12,87,87,1,1
20,Whale shark,309,172237,172237,F,1200,TL,1.673,-91.989,Time-series,14/09/2018,3/10/2018,20,transmitted,Yes,600,1.744,-92.422,12,12,87,87,1,1
20,Whale shark,310,172238,172238,F,1100,TL,1.673,-91.989,Time-series,15/09/2018,11/2/2019,148,transmitted,Yes,600,0.602,-122.203,12,22,87,77,0,0
20,Whale shark,311,172244,172244,F,1100,TL,1.673,-91.989,Time-series,16/09/2018,30/10/2018,45,transmitted,Yes,600,-2.579,-84.959,12,12,87,87,1,1
20,Whale shark,312,172243,172243,F,1100,TL,1.673,-91.989,Time-series,17/09/2018,9/1/2019,110,transmitted,Yes,600,-4.135,-86.12,12,12,87,87,1,1
21,Spinetail devil ray,313,03P0298,03P0298,M,102,TL,24.83,-110.53,Time-at-depth,18/06/2004,29/07/2004,42,transmitted,No,NA,22.56,-110.12,12,12,77,77,1,1
21,Spinetail devil ray,314,04P0685,04P0685,F,109,TL,24.83,-110.53,Time-at-depth,25/06/2005,28/11/2005,7,transmitted,No,NA,20.11,-110.05,12,12,77,77,1,1
21,Spinetail devil ray,315,04P0680,04P0680,M,112,TL,24.84,-110.53,Time-at-depth,22/06/2005,25/12/2005,14,transmitted,No,NA,20.29,-111.48,12,12,77,77,1,1
21,Spinetail devil ray,316,04P0683,04P0683,F,103,TL,24.84,-110.53,Time-at-depth,21/06/2005,2/8/2005,39,transmitted,No,NA,24.25,-111.6,12,12,77,77,1,1
21,Spinetail devil ray,317,04P0684,04P0684,M,100,TL,24.84,-110.53,Time-at-depth,25/06/2005,14/10/2005,30,transmitted,No,NA,21.89,-111.19,12,12,77,77,1,1
21,Spinetail devil ray,318,06A0006,06A0006,M,85,TL,24.9,-110.51,Time-at-depth,15/06/2006,16/08/2006,63,transmitted,No,NA,26.39,-109.97,12,12,77,77,1,1
21,Spinetail devil ray,319,06A0007,06A0007,M,87,TL,24.9,-110.51,Time-at-depth,15/06/2006,5/8/2006,52,transmitted,No,NA,22.21,-109.87,12,12,77,77,1,1
21,Spinetail devil ray,320,06A0008,06A0008,M,104,TL,24.91,-110.5,Time-at-depth,15/06/2006,5/9/2006,79,transmitted,No,NA,26.58,-113.49,12,12,77,77,1,1
21,Spinetail devil ray,321,06A0009,06A0009,M,84,TL,24.91,-110.5,Time-at-depth,18/06/2006,29/06/2006,12,transmitted,No,NA,25.05,-109.43,12,12,77,77,1,1
21,Spinetail devil ray,322,06A0010,06A0010,M,78,TL,24.91,-110.52,Time-at-depth,19/06/2006,12/8/2006,54,transmitted,No,NA,26.31,-109.66,12,12,77,77,1,1
21,Spinetail devil ray,323,06A0185,06A0185,F,86,TL,24.75,-110.65,Time-at-depth,26/06/2007,16/07/2007,21,transmitted,No,NA,23.06,-110.69,12,12,77,77,1,1
21,Spinetail devil ray,324,06A0187,06A0187,M,68,TL,24.74,-110.66,Time-at-depth,26/06/2007,19/09/2007,85,transmitted,No,NA,26,-111.11,12,12,77,77,1,1
21,Spinetail devil ray,325,05A0376,05A0376,F,62,TL,24.88,-110.52,Time-at-depth,22/06/2008,4/7/2008,13,transmitted,No,NA,26.1,-109.52,12,12,77,77,1,1
21,Spinetail devil ray,326,06A0098,06A0098,M,101,TL,24.74,-110.65,Archive,22/06/2007,29/08/2007,69,archival,Yes,15,23.06,-110.69,12,12,77,77,1,1
22,Blue shark,327,00-0762,3191,NA,186.5500421,FL,32.57,-117.45,Time-at-depth,29/06/2002,25/08/2002,50,transmitted,No,NA,25.408,-114.845,7,12,77,77,0,1
22,Blue shark,328,00-0719,3061,NA,182.3448276,FL,32.68,-117.48,Time-at-depth,2/7/2002,20/10/2002,57,transmitted,No,NA,34.34,-119.846,7,7,77,77,1,1
22,Blue shark,329,00P0733,3184,NA,184.8679563,FL,32.98,-118.25,Time-at-depth,12/7/2002,30/11/2002,41,transmitted,No,NA,22.951,-118.076,7,12,77,77,0,1
22,Blue shark,330,03P0282,41763,NA,154.5904121,FL,33.6,-119.733,Histograms,2/7/2004,9/10/2004,100,transmitted,No,NA,26.9,-151.72,7,9,77,77,0,1
22,Blue shark,331,04P0149,52923,NA,155.431455,FL,35.4,-121.08,Histograms,10/11/2004,11/12/2004,32,transmitted,No,NA,27.42,-115.87,7,12,77,77,0,1
22,Blue shark,332,05P0070,62000,NA,163.000841,FL,25.19666667,-113.415,Histograms,31/01/2006,8/3/2006,34,transmitted,No,NA,14.907,-112.708,12,22,77,77,0,1
22,Blue shark,333,05P0186,61939,NA,134.4053827,FL,33.04666667,-118.2416667,Histograms,16/07/2006,10/10/2006,87,transmitted,No,NA,29.3,-115.3,7,12,77,77,0,1
22,Blue shark,334,14P0467,143656,NA,189.5,FL,33.95,-119.39,Histograms,27/06/2015,30/07/2015,31,transmitted,No,NA,21.191,-126.238,7,9,77,77,0,1
23,Shortfin mako shark,335,02P0415,25343,NA,236.07,FL,33.75,-118.92,Time-at-depth,23/06/2002,21/08/2002,52,transmitted,No,NA,33.78,-118.64,7,7,77,77,1,1
23,Shortfin mako shark,336,02P0430,19143,NA,110.989,FL,32.98,-118.25,Histograms,6/7/2004,29/08/2004,55,transmitted,No,NA,33.51,-119.8,7,7,77,77,1,1
23,Shortfin mako shark,337,19570,19570,NA,138.379,FL,32.77,-117.55,Time-at-depth,9/7/2002,28/10/2002,68,transmitted,No,NA,28.01,-116.99,7,12,77,77,0,1
23,Shortfin mako shark,338,02P0373,19566,NA,113.728,FL,32.65,-117.48,Histograms,10/7/2002,4/11/2002,53,transmitted,No,NA,33.25,-118.91,7,7,77,77,1,1
23,Shortfin mako shark,339,03P0184,39331,NA,119.206,FL,33.6,-118.65,Histograms,26/06/2003,13/07/2003,18,transmitted,No,NA,33.5,-118.2,7,7,77,77,1,1
23,Shortfin mako shark,340,03P0187,39332,NA,152.987,FL,32.87,-117.88,Histograms,29/06/2003,25/12/2003,113,transmitted,No,NA,32.62,-119.58,7,7,77,77,1,1
23,Shortfin mako shark,341,03P0202,25107,NA,156.639,FL,33.95,-119.45,Time-at-depth,1/7/2003,13/08/2003,44,transmitted,No,NA,24.69,-113.21,7,12,77,77,0,1
23,Shortfin mako shark,342,03P0209,1901,NA,145.683,FL,33.95,-119.5,Histograms,2/7/2003,27/12/2003,135,transmitted,No,NA,25.93,-113.26,7,12,77,77,0,1
23,Shortfin mako shark,343,03P0210,1902,NA,163.03,FL,33.55,-118.6,Histograms,3/7/2003,21/02/2004,106,transmitted,No,NA,23.82,-114.44,7,12,77,77,0,1
23,Shortfin mako shark,344,05P0251,63984,NA,173.986,FL,33.88,-119.5,Histograms,2/7/2006,8/2/2007,222,transmitted,No,NA,26,-112.201,7,12,77,77,0,1
23,Shortfin mako shark,345,07A0159,77161,NA,175,FL,33.26,-118,Histograms,25/07/2007,28/12/2007,148,transmitted,No,NA,36.27,-126.5825,7,7,77,77,1,1
23,Shortfin mako shark,346,07A0160,77162,NA,201,FL,32.77,-119.19,Histograms,26/07/2007,24/11/2007,120,transmitted,No,NA,26.88,-114.57,7,12,77,77,0,1
23,Shortfin mako shark,347,07A0208,78138,NA,147,FL,32.88,-118.27,Histograms,29/06/2008,15/02/2009,47,transmitted,No,NA,27.702,-116.585,7,12,77,77,0,1
23,Shortfin mako shark,348,09P0096,91965,NA,236,FL,33.41,-118.2,Histograms,21/08/2009,18/09/2009,29,transmitted,No,NA,34.29,-119.65,7,7,77,77,1,1
23,Shortfin mako shark,349,10A0125,60646,NA,260,FL,33.73,-118.55,Histograms,6/9/2013,4/12/2013,90,transmitted,No,NA,NA,NA,7,NA,77,NA,1,1
24,School shark,350,152885,152885,F,156,TL,-32.050262,132.283807,Time-series,4/12/2015,18/02/2016,77,transmitted,Yes,300,-32.054,132.163,26,26,57,57,1,1
24,School shark,351,152886,152886,F,155,TL,-32.050262,132.283807,Time-series,5/12/2015,1/4/2016,72,transmitted,Yes,300,-31.962,128.98,26,26,57,57,1,1
24,School shark,352,152889,152889,F,159,TL,-32.050262,132.283807,Time-series,6/12/2015,29/03/2016,24,transmitted,Yes,300,-31.7994,131.8813,26,26,57,57,1,1
24,School shark,353,152890,152890,F,161,TL,-32.050262,132.283807,Time-series,4/12/2015,2/4/2016,83,transmitted,Yes,300,-33.681,134.9229,26,26,57,57,1,1
24,School shark,354,157348,157348,F,155,TL,-32.050262,132.283807,Time-series,3/12/2015,13/02/2016,73,transmitted,Yes,300,-32.785,128.7002,26,26,57,57,1,1
25,School shark,355,152887,152887,F,165,TL,-36.4959,136.3393,Time-series,7/10/2017,5/2/2018,119,transmitted,Yes,300,-41.39049,144.54353,26,26,57,57,1,1
25,School shark,356,152888,152888,F,163,TL,-36.0134,136.3112,Time-series,9/10/2017,6/2/2018,105,transmitted,Yes,300,-41.20285,144.42234,26,26,57,57,1,1
25,School shark,357,139003,139003,F,151,TL,-36.065,136.2439,Time-series,8/10/2017,6/2/2018,117,transmitted,Yes,300,-46.76259,167.57262,26,28,57,81,0,0
25,School shark,358,152886-B,152886-B,F,170,TL,-36.0895,136.2017,Time-series,9/10/2017,23/01/2018,104,transmitted,Yes,300,-44.0396,146.6217,26,26,57,57,1,1
25,School shark,359,152889-B,152889-B,F,154,TL,-36.0866,136.2112,Time-series,9/10/2017,11/11/2017,18,transmitted,Yes,300,-35.0623,136.1348,26,26,57,57,1,1
26,Blue shark,360,86403,86403,F,125,FL,36.993,-8.688,Histograms,26/05/2009,21/09/2009,67,transmitted,No,NA,36.02,-7.74,18,18,27,27,1,1
26,Blue shark,361,86395,86395,M,185,FL,42.317,-44.733,Histograms,26/06/2010,22/09/2010,89,transmitted,No,NA,50.17,-43.46,18,18,21,21,1,1
26,Blue shark,362,96034,96034,F,260,FL,41.033,-45.3,Histograms,29/06/2010,27/10/2010,103,transmitted,No,NA,22.934,-45.33,18,21,21,31,0,0
26,Blue shark,363,96039,96039,M,235,FL,42.167,-44.133,Histograms,29/06/2010,21/12/2010,93,transmitted,No,NA,37.058,-55.1,18,18,21,21,1,1
26,Blue shark,364,85136,85136,M,260,FL,42.32,-28,Histograms,24/08/2011,18/11/2011,66,transmitted,No,NA,33.421,-38.713,18,18,27,34,1,0
26,Blue shark,365,85140,85140,M,250,FL,42.38,-29.48,Histograms,23/08/2011,19/12/2011,90,transmitted,No,NA,22.409,-25.11,18,21,27,34,0,0
26,Blue shark,366,85697,85697,M,200,FL,33.38,-36.49,Histograms,26/08/2011,23/12/2011,103,transmitted,No,NA,29.087,-43.86,18,21,34,31,0,0
26,Blue shark,367,91026,91026,F,240,FL,42.32,-28,Histograms,21/08/2011,19/11/2011,77,transmitted,No,NA,14.685,-25.9,18,21,27,34,0,0
26,Blue shark,368,91658,91658,F,240,FL,33.55,-36.47,Histograms,26/08/2011,22/12/2011,82,transmitted,No,NA,32.273,-39.005,18,18,34,34,1,1
26,Blue shark,369,107084,107084,F,220,FL,33.03,-37.04,Histograms,27/08/2011,25/12/2011,93,transmitted,No,NA,32.849,-33.35,18,18,34,34,1,1
27,Shortfin mako shark,370,86400,86400,M,125,FL,39.45,-43.17,Histograms,23/04/2009,22/05/2009,30,transmitted,No,NA,40.734,-49.01,18,18,21,21,1,1
27,Shortfin mako shark,371,86402,86402,F,170,FL,40.12,-44.42,Histograms,24/04/2009,22/06/2009,60,transmitted,No,NA,26.072,-48.55,18,21,21,31,0,0
27,Shortfin mako shark,372,86399,86399,M,140,FL,42.367,-44.25,Histograms,26/06/2010,23/08/2010,58,transmitted,No,NA,47.735,-31.36,18,18,21,27,1,0
27,Shortfin mako shark,373,86401,86401,M,220,FL,40.8,-48.417,Histograms,30/06/2010,27/09/2010,83,transmitted,No,NA,46.368,-40.6,18,18,21,27,1,0
27,Shortfin mako shark,374,86407,86407,M,130,FL,40.917,-48.55,Histograms,3/7/2010,30/09/2010,89,transmitted,No,NA,44.93,-44.05,18,18,21,21,1,1
27,Shortfin mako shark,375,96030,96030,F,130,FL,42.283,-48.733,Histograms,5/7/2010,31/10/2010,82,transmitted,No,NA,38.69,-10.39,18,18,21,27,1,0
27,Shortfin mako shark,376,96031,96031,F,165,FL,41.267,-48.467,Histograms,6/7/2010,1/11/2010,99,transmitted,No,NA,42.338,-39.8,18,18,21,27,1,0
27,Shortfin mako shark,377,107089,107089,F,220,FL,42.34,-28.36,Histograms,21/08/2011,18/12/2011,80,transmitted,No,NA,19.752,-24.72,18,21,27,34,0,0
27,Shortfin mako shark,378,107090,107090,F,255,FL,42.39,-29.43,Histograms,22/08/2011,19/12/2011,103,transmitted,No,NA,37.663,-30.16,18,18,27,27,1,1
27,Shortfin mako shark,379,107092,107092,M,170,FL,34.15,-36.45,Histograms,3/9/2011,30/12/2011,105,transmitted,No,NA,38.816,-43.01,18,18,34,21,1,0
28,Longfin mako shark,380,107091,107091,F,245,FL,31.32,-36.51,Histograms,31/08/2011,25/12/2011,74,transmitted,No,NA,27.243,-48.68,18,21,34,31,0,0
29,Oceanic manta ray,381,132235,132235,F,450,DW,20.48,-105.59,Time-series,23/07/2013,29/01/2014,43,transmitted,Yes,600,20.44,-106.04,12,12,77,77,1,1
29,Oceanic manta ray,382,133515,133515,M,400,DW,20.6,-105.6,Time-series,11/8/2014,1/2/2015,67,transmitted,Yes,600,20.6,-105.875,12,12,77,77,1,1
29,Oceanic manta ray,383,133516,133516,M,400,DW,20.5,-105.625,Time-series,15/08/2014,29/11/2014,52,transmitted,Yes,600,19.625,-105.875,12,12,77,77,1,1
29,Oceanic manta ray,384,134937,134937,F,450,DW,19.33,-110.81,Time-series,7/4/2014,4/10/2014,68,transmitted,Yes,600,19.28,-110.84,12,12,77,77,1,1
29,Oceanic manta ray,385,134938,134938,F,450,DW,19.33,-110.81,Time-series,7/4/2014,4/10/2014,75,transmitted,Yes,600,17.84,-111.65,12,12,77,77,1,1
29,Oceanic manta ray,386,134939,134939,M,450,DW,19.33,-110.81,Time-series,7/4/2014,4/10/2014,79,transmitted,Yes,600,18.41,-111.35,12,12,77,77,1,1
29,Oceanic manta ray,387,134940,134940,M,400,DW,18.78,-110.91,Time-series,8/4/2014,5/10/2014,89,transmitted,Yes,600,17.68,-111.36,12,12,77,77,1,1
30,Greenland shark,388,105920,Greenland Shark 39,M,320,TL,65.23913,-65.11103,Time-series,27/07/2011,6/9/2011,42,transmitted,Yes,150,64.77999878,-60.7789917,8,8,21,21,1,1
30,Greenland shark,389,105919,Greenland Shark 40,M,315,TL,65.23058,-65.06586,Time-series,27/07/2011,6/9/2011,42,transmitted,Yes,150,63.54700089,-56.8999939,8,18,21,21,0,1
30,Greenland shark,390,105918,Greenland Shark 41,M,300,TL,66.06432,-66.30595,Time-series,1/8/2011,11/9/2011,42,transmitted,Yes,150,65.88300323,-66.09399414,8,8,21,21,1,1
30,Greenland shark,391,108919,Greenland Shark 43,F,287,TL,74.43015,-88.3561,Time-series,1/9/2011,11/10/2011,41,transmitted,Yes,150,74.41400146,-82.26000977,8,8,18,18,1,1
30,Greenland shark,392,115858,Greenland Shark 45,F,262,TL,70.89086,-71.48691,Time-series,26/09/2012,17/12/2012,83,transmitted,Yes,600,62,-58.17719,8,8,21,21,1,1
30,Greenland shark,393,132125,Greenland Shark 48,F,268,TL,74.65319,-94.84946,Histograms,5/8/2012,7/9/2012,25,transmitted,No,NA,74.13886,-81.42695,8,8,18,18,1,1
30,Greenland shark,394,132124,Greenland Shark 50,M,320,TL,74.65319,-94.84946,Time-series,7/5/2012,11/8/2014,349,transmitted,Yes,600,73.65298,-83.43172,8,8,18,18,1,1
30,Greenland shark,395,132128,Greenland Shark 51,M,280,TL,74.659,-94.86456,Time-series,18/08/2013,25/08/2014,332,transmitted,Yes,600,76.15497,-66.2632,8,8,18,21,1,0
30,Greenland shark,396,132127,Greenland Shark 52,M,306,TL,74.659,-94.86456,Time-series,14/08/2013,23/08/2014,354,transmitted,Yes,600,71.82445,-73.60689,8,8,18,21,1,0
30,Greenland shark,397,128791,Greenland Shark 54,F,150,TL,70.89688,-71.4844,Time-series,24/09/2013,23/09/2014,235,transmitted,Yes,600,62.0739,-60.79104,8,8,21,21,1,1
30,Greenland shark,398,128788,Greenland Shark 55,F,186,TL,70.51982,-71.16797,Time-series,28/09/2013,27/09/2014,96,transmitted,Yes,600,74.43188,-84.47201,8,8,21,18,1,0
30,Greenland shark,399,128789,Greenland Shark 56,M,257,TL,70.59257,-71.40708,Time-series,30/09/2013,10/11/2013,29,transmitted,Yes,600,70.98278,-66.39363,8,8,21,21,1,1
30,Greenland shark,400,128792,Greenland Shark 57,M,146,TL,70.98835,-71.1799,Time-series,30/09/2013,26/09/2014,195,transmitted,Yes,600,68.37036,-55.73681,8,8,21,21,1,1
30,Greenland shark,401,141366,Greenland Shark 58,M,284,TL,76.68386,-83.44067,Time-series,17/08/2014,28/09/2014,43,transmitted,Yes,75,75.82014,-66.16843,8,8,18,21,1,0
30,Greenland shark,402,141368,Greenland Shark 59,M,270,TL,76.68386,-83.44067,Time-series,17/08/2014,30/05/2015,273,transmitted,Yes,600,65.67239,-57.24232,8,8,18,21,1,0
30,Greenland shark,403,134435,Greenland Shark 60,F,193,TL,71.025,-72.07,Time-series,5/10/2014,4/10/2015,230,transmitted,Yes,600,68.148,-63.985,8,8,21,21,1,1
30,Greenland shark,404,134434,Greenland Shark 61,M,234,TL,71.025,-72.07,Time-series,3/10/2014,2/10/2015,345,transmitted,Yes,600,71.814,-74.216,8,8,21,21,1,1
30,Greenland shark,405,141367,Greenland Shark 62,M,239,TL,76.592083,-82.15605,Time-series,18/08/2015,30/09/2015,44,transmitted,Yes,75,75.80383,-65.96899,8,8,18,21,1,0
30,Greenland shark,406,141365,Greenland Shark 63,F,175,TL,76.591083,-82.0373,Time-series,19/08/2015,25/09/2015,38,transmitted,Yes,75,75.95362,-65.41171,8,8,18,21,1,0
30,Greenland shark,407,141369,Greenland Shark 64,M,300,TL,76.591083,-82.0373,Time-series,19/08/2015,26/09/2015,39,transmitted,Yes,75,77.51097,-66.9658,8,8,18,21,1,0
30,Greenland shark,408,152070,Greenland Shark 65,M,310,TL,76.6079,-82.135883,Time-series,20/08/2015,25/09/2015,37,transmitted,Yes,75,76.09927,-64.23075,8,8,18,21,1,0
30,Greenland shark,409,152069,Greenland Shark 66,F,278,TL,76.6029,-82.183967,Time-series,22/08/2015,27/09/2015,37,transmitted,Yes,75,76.57634,-71.01098,8,8,18,21,1,0
30,Greenland shark,410,151764,Greenland Shark 67,M,222,TL,70.897765,-71.56085333,Time-series,13/09/2015,7/10/2015,24,transmitted,Yes,75,72.47995,-62.9259,8,8,21,21,1,1
30,Greenland shark,411,151763,Greenland Shark 68,F,330,TL,70.89473833,-71.56835333,Time-series,14/09/2015,4/10/2015,15,transmitted,Yes,75,67.8211,-60.07916,8,8,21,21,1,1
30,Greenland shark,412,151762,Greenland Shark 69,M,300,TL,70.86362667,-71.75976167,Time-series,16/09/2015,6/9/2016,179,transmitted,Yes,600,65.68647,-58.13625,8,8,21,21,1,1
30,Greenland shark,413,163871,Greenland Shark 70,F,281,TL,72.35065,-81.0841833,Time-series,17/08/2016,2/6/2017,241,transmitted,Yes,450,NA,NA,8,NA,18,NA,1,1
30,Greenland shark,414,161500,Greenland Shark 71,F,322,TL,72.35265,-81.069,Time-series,24/08/2016,9/9/2017,113,transmitted,Yes,450,NA,NA,8,NA,18,NA,1,1
30,Greenland shark,415,161501,Greenland Shark 73,F,300,TL,72.34851667,-81.08113333,Time-series,19/08/2016,21/09/2017,377,transmitted,Yes,450,NA,NA,8,NA,18,NA,1,1
31,Reef manta ray,416,116070,116070,F,300,DW,-5.40913,53.298859,Time-series,27/11/2016,7/3/2017,97,transmitted,Yes,600,NA,NA,13,NA,51,NA,1,1
31,Reef manta ray,417,116071,116071,F,360,DW,-5.40913,53.298859,Time-series,28/11/2016,19/01/2017,53,transmitted,Yes,600,NA,NA,13,NA,51,NA,1,1
31,Reef manta ray,418,41818,41818,M,300,DW,-5.408547,53.301035,Time-series,17/11/2017,9/5/2018,29,transmitted,Yes,600,NA,NA,13,NA,51,NA,1,1
31,Reef manta ray,419,41819,41819,F,340,DW,-5.440764,53.315083,Time-series,22/11/2017,4/4/2018,114,transmitted,Yes,600,NA,NA,13,NA,51,NA,1,1
31,Reef manta ray,420,49002,49002,M,300,DW,-5.41225,53.29068,Time-series,4/3/2019,2/6/2019,80,transmitted,Yes,600,NA,NA,13,NA,51,NA,1,1
32,Blue shark,421,165723,BLUE01,F,180,FL,-7.9236833,-12.0744667,Time-series,1/2/2017,27/03/2017,53,transmitted,Yes,600,NA,NA,21,NA,47,NA,1,1
32,Blue shark,422,165725,BLUE03,F,167,FL,-7.005617,-17.12205,Time-series,10/2/2017,28/02/2017,19,transmitted,Yes,600,NA,NA,21,NA,47,NA,1,1
32,Blue shark,423,165728,BLUE04,F,210,FL,-8.5201,-16.7837,Time-series,11/2/2017,8/5/2017,87,transmitted,Yes,600,NA,NA,21,NA,47,NA,1,1
32,Blue shark,424,165727,BLUE05,F,167,FL,-8.9468,-13.6722,Time-series,14/02/2017,27/02/2017,14,transmitted,Yes,300,NA,NA,21,NA,47,NA,1,1
32,Blue shark,425,165726,BLUE06,M,236,FL,-8.7323,-13.7022,Time-series,14/02/2017,22/04/2017,68,transmitted,Yes,600,NA,NA,21,NA,47,NA,1,1
32,Blue shark,426,169031,BLUE08,M,210,FL,-9.65892,-12.09347,Time-series,22/01/2018,16/02/2018,26,transmitted,Yes,600,NA,NA,21,NA,47,NA,1,1
32,Blue shark,427,169043,BLUE09,F,176,FL,-6.80175,-15.26356,Time-series,3/2/2018,15/05/2018,102,transmitted,Yes,600,NA,NA,21,NA,47,NA,1,1
32,Blue shark,428,169038,BLUE10,F,180,FL,-5.24323,-13.44126,Time-series,4/2/2018,21/03/2018,46,transmitted,Yes,600,NA,NA,21,NA,34,NA,1,1
32,Blue shark,429,169016,BLUE11,F,166,FL,-5.22585,-13.47073,Time-series,4/2/2018,21/03/2018,46,transmitted,Yes,600,NA,NA,21,NA,34,NA,1,1
33,Galapagos shark,430,123095,GAL04,F,225,FL,-7.8968408,-14.440905,Time-series,20/06/2016,11/8/2016,52,transmitted,Yes,300,NA,NA,21,NA,47,NA,1,1
33,Galapagos shark,431,123092,GAL05,M,260,FL,-7.897565,-14.4406717,Time-series,22/06/2016,16/09/2016,46,transmitted,Yes,300,NA,NA,21,NA,47,NA,1,1
